ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Position,Speaker,original_data
aka_conversation_1980_01-112,AKA,Aaneǃ,,,,,,,,T :,"{""Entry"": ""112"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Aane\u01c3""}"
aka_conversation_1980_01-113,AKA,"Aaneǃ  Na eno no, èkyerè sèè ehia mmerè, woara wonim sè aduane noa deè wo gyina,… wogyina aborōfo koropōt,… aborōfo koropōt,… wogyina ho saa ēbeyē sē dōn hwere anaa sē nōn hwere mienu.",,,Yeahǃ but that takes time.  You know very well that one has to spend about an hour or two by the hot-plate (cooker).,,,,,C :,"{""Entry"": ""113"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""Aane\u01c3  Na eno no, e\u0300kyere\u0300 se\u0300e\u0300 ehia mmere\u0300, woara wonim se\u0300 aduane noa dee\u0300 wo gyina,\u2026 wogyina aboro\u0304fo koropo\u0304t,\u2026 aboro\u0304fo koropo\u0304t,\u2026 wogyina ho saa e\u0304beye\u0304 se\u0304 do\u0304n hwere anaa se\u0304 no\u0304n hwere mienu."", ""English"": ""Yeah\u01c3 but that takes time.  You know very well that one has to spend about an hour or two by the hot-plate (cooker).""}"
aka_conversation_1980_01-114,AKA,"Aha sei nso deè bokōō.  Sè wonim sèè medeè bèyè sè afe ni ara na me nso mebè duruu yè.  Na agya mereba, mefiri efie tōōn na mebèsii.",,,Everything is just cool here.  You know that I came over here about a year ago.  I flew over straight from home.,,,,,T :,"{""Entry"": ""114"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Aha sei nso dee\u0300 boko\u0304o\u0304.  Se\u0300 wonim se\u0300e\u0300 medee\u0300 be\u0300ye\u0300 se\u0300 afe ni ara na me nso mebe\u0300 duruu ye\u0300.  Na agya mereba, mefiri efie to\u0304o\u0304n na mebe\u0300sii."", ""English"": ""Everything is just cool here.  You know that I came over here about a year ago.  I flew over straight from home.""}"
aka_conversation_1980_01-115,AKA,Sè woreba koraa mehunuu wo.,,,I met you just before your departure.,,,,,C :,"{""Entry"": ""115"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""Se\u0300 woreba koraa mehunuu wo."", ""English"": ""I met you just before your departure.""}"
aka_conversation_1980_01-116,AKA,"Ahaaǃ  Mekae, mekae, mekae.  Na mebè duruu yè, aa, mabu m'atadeè,… mahyè ""coat"" ne ""trouser"" yi ne ""tie"" yi pee,…",,,"Yes, I rememberǃ I was fully dressed in a suit, when I arrived.",,,,,T :,"{""Entry"": ""116"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Ahaa\u01c3  Mekae, mekae, mekae.  Na mebe\u0300 duruu ye\u0300, aa, mabu m'atadee\u0300,\u2026 mahye\u0300 \""coat\"" ne \""trouser\"" yi ne \""tie\"" yi pee,\u2026"", ""English"": ""Yes, I remember\u01c3 I was fully dressed in a suit, when I arrived.""}"
aka_conversation_1980_01-117,AKA,Kuntanǃ,,,Real heavyǃ,,,,,C :,"{""Entry"": ""117"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""Kuntan\u01c3"", ""English"": ""Real heavy\u01c3""}"
aka_conversation_1980_01-118,AKA,"Mebè duruu yè na afei deè, aa aha na awia yi, eihǃ  Nti mesii yè noara na afei deè na… èwō sèè m'atadeè,… ""coat"" no me worō de sèn baabi.",,,But when I arrived it was so warm that I had to get off my coat and I hanged it somewhere.,,,,,T :,"{""Entry"": ""118"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Mebe\u0300 duruu ye\u0300 na afei dee\u0300, aa aha na awia yi, eih\u01c3  Nti mesii ye\u0300 noara na afei dee\u0300 na\u2026 e\u0300wo\u0304 se\u0300e\u0300 m'atadee\u0300,\u2026 \""coat\"" no me woro\u0304 de se\u0300n baabi."", ""English"": ""But when I arrived it was so warm that I had to get off my coat and I hanged it somewhere.""}"
aka_conversation_1980_01-119,AKA,"Wo worōō ""coat"" no?",,,You got off your coat?,,,,,C :,"{""Entry"": ""119"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""Wo woro\u0304o\u0304 \""coat\"" no?"", ""English"": ""You got off your coat?""}"
aka_conversation_1980_01-120,AKA,"Me worō de sène me nsa so sesaa we noōma, m'adanfo so aa me ne no kasaa yè no nso, ōde ōseè yèè ōyō, aba abèhyia me.",,,I got it off and hanged it on my arm; then claimed my baggage and met my friend who came to meet me just as he had promised.,,,,,T :,"{""Entry"": ""120"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Me woro\u0304 de se\u0300ne me nsa so sesaa we noo\u0304ma, m'adanfo so aa me ne no kasaa ye\u0300 no nso, o\u0304de o\u0304see\u0300 ye\u0300e\u0300 o\u0304yo\u0304, aba abe\u0300hyia me."", ""English"": ""I got it off and hanged it on my arm; then claimed my baggage and met my friend who came to meet me just as he had promised.""}"
aka_conversation_1980_01-121,AKA,Ohǃ  Fineǃ,,,"Oh, fineǃ",,,,,C :,"{""Entry"": ""121"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""Oh\u01c3  Fine\u01c3"", ""English"": ""Oh, fine\u01c3""}"
aka_conversation_1980_01-122,AKA,"Nti mesesaa me noōma guu ne ""car"" mu na hwii wōde me bèsii.  Nti ènneè ènyumerè no ara na èkyerè sè ōde me faa kuro mu. (Cː Ahaǃ)  Ohǃ kōnenam kuro mu, baabi aa èkyerè sè ōhō yè ahomka aa nipa wo aa ènoōma erekō soō deè ōde me kōnenam hō.  Nti medaa bèyè sè anōpa bèyè nōn mienu.  Na mesōree anōpa na medekō hyè wōnom,... ayi... wōmo frè no ""Orientation Program"" no mu, nti na èneè me ne aborōfo yi di afoturo.  Wōnom aa efiri South-east Asia ne wōnom aa efiri ""Europe"" ne,... amanōne nyinaa yède fraae, me nenam mu saara.  Edii bèyè sè nawotwe mienu na èkyerè sèè menyaa meara me dan ko tenaa mu.  Nyame adaworoma, mekō nyaa baabi aa,...èyi....",,,"So he brought me down soon after I had packed the luggage into the car.  That very evening, he drove me through town.  We went to some very popular entertaining spots.  Places where things were happening.  So I slept at around 2pm.  Following morning, I got into the Orientation Program; and mixed up freely with the white folk; people from South-east Asia, Europe and other foreign countries.  After about two weeks I got a place to stay. (Cː Ohǃ)  By the grace of God, I got a place to stay...",,,,,T :,"{""Entry"": ""122"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Nti mesesaa me noo\u0304ma guu ne \""car\"" mu na hwii wo\u0304de me be\u0300sii.  Nti e\u0300nnee\u0300 e\u0300nyumere\u0300 no ara na e\u0300kyere\u0300 se\u0300 o\u0304de me faa kuro mu. (C\u02d0 Aha\u01c3)  Oh\u01c3 ko\u0304nenam kuro mu, baabi aa e\u0300kyere\u0300 se\u0300 o\u0304ho\u0304 ye\u0300 ahomka aa nipa wo aa e\u0300noo\u0304ma ereko\u0304 soo\u0304 dee\u0300 o\u0304de me ko\u0304nenam ho\u0304.  Nti medaa be\u0300ye\u0300 se\u0300 ano\u0304pa be\u0300ye\u0300 no\u0304n mienu.  Na meso\u0304ree ano\u0304pa na medeko\u0304 hye\u0300 wo\u0304nom,... ayi... wo\u0304mo fre\u0300 no \""Orientation Program\"" no mu, nti na e\u0300nee\u0300 me ne aboro\u0304fo yi di afoturo.  Wo\u0304nom aa efiri South-east Asia ne wo\u0304nom aa efiri \""Europe\"" ne,... amano\u0304ne nyinaa ye\u0300de fraae, me nenam mu saara.  Edii be\u0300ye\u0300 se\u0300 nawotwe mienu na e\u0300kyere\u0300 se\u0300e\u0300 menyaa meara me dan ko tenaa mu.  Nyame adaworoma, meko\u0304 nyaa baabi aa,...e\u0300yi...."", ""English"": ""So he brought me down soon after I had packed the luggage into the car.  That very evening, he drove me through town.  We went to some very popular entertaining spots.  Places where things were happening.  So I slept at around 2pm.  Following morning, I got into the Orientation Program; and mixed up freely with the white folk; people from South-east Asia, Europe and other foreign countries.  After about two weeks I got a place to stay. (C\u02d0 Oh\u01c3)  By the grace of God, I got a place to stay...""}"
aka_conversation_1980_01-123,AKA,…baabi a mekōō yè no aa yèsee me dini ni nkrataa mu no?,,,The place where I was told that I was not on the list?,,,,,C :,"{""Entry"": ""123"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""\u2026baabi a meko\u0304o\u0304 ye\u0300 no aa ye\u0300see me dini ni nkrataa mu no?"", ""English"": ""The place where I was told that I was not on the list?""}"
aka_conversation_1980_01-124,AKA,"Ahaaǃ  Deè wo dini ni nkrataa mu no.  Ōhō ara na mekō nyae.  Kyerè sèè matena hō.  Nti metenaa hō bèyè sè abosome nkron.  Ène sè eduruu,… yèmaa akwan no mekō tenaa m'adanfo no hō, na worekō efie akō akōyè ne nkrataa ho adwuma.  Mekō tenaa hō.  Nti nehō na èkyerè sè matenaa si saa sesèè.  Na sè deè aduane no, sè deè esi teè deè saa, agya efie deè,... yènnoa no sè deè efie deè no teè.  Èsesa kakra nti... aha no sè deè aha sei wōmo noa no ne efie no sesa nti èyè aa na wo yèm hyehye wo krakra.  Na wo nhunu sè deè wonni no nfa.",,,"That's rightǃ  The place where you were not listed.  That was the very place I got.  So I went to stay there.  I stayed there for nine months (Cː Ahaǃ)  I moved into a friend's house during the vacation; he was going home to get his documents in order.  I went to live there.  That is where I have been living up till now.  But the nature of food here is...well...at home..., the method of preparation is a little bit different at home.  Yes, it is a little bit different at home so that you'll feel a little bit uncomfortable with it (the food).",,,,,T :,"{""Entry"": ""124"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Ahaa\u01c3  Dee\u0300 wo dini ni nkrataa mu no.  O\u0304ho\u0304 ara na meko\u0304 nyae.  Kyere\u0300 se\u0300e\u0300 matena ho\u0304.  Nti metenaa ho\u0304 be\u0300ye\u0300 se\u0300 abosome nkron.  E\u0300ne se\u0300 eduruu,\u2026 ye\u0300maa akwan no meko\u0304 tenaa m'adanfo no ho\u0304, na woreko\u0304 efie ako\u0304 ako\u0304ye\u0300 ne nkrataa ho adwuma.  Meko\u0304 tenaa ho\u0304.  Nti neho\u0304 na e\u0300kyere\u0300 se\u0300 matenaa si saa sese\u0300e\u0300.  Na se\u0300 dee\u0300 aduane no, se\u0300 dee\u0300 esi tee\u0300 dee\u0300 saa, agya efie dee\u0300,... ye\u0300nnoa no se\u0300 dee\u0300 efie dee\u0300 no tee\u0300.  E\u0300sesa kakra nti... aha no se\u0300 dee\u0300 aha sei wo\u0304mo noa no ne efie no sesa nti e\u0300ye\u0300 aa na wo ye\u0300m hyehye wo krakra.  Na wo nhunu se\u0300 dee\u0300 wonni no nfa."", ""English"": ""That's right\u01c3  The place where you were not listed.  That was the very place I got.  So I went to stay there.  I stayed there for nine months (C\u02d0 Aha\u01c3)  I moved into a friend's house during the vacation; he was going home to get his documents in order.  I went to live there.  That is where I have been living up till now.  But the nature of food here is...well...at home..., the method of preparation is a little bit different at home.  Yes, it is a little bit different at home so that you'll feel a little bit uncomfortable with it (the food).""}"
aka_conversation_1980_01-125,AKA,"Ohǃ  Mese, mese, meseǃ  Na enora, na mese merekō didi na mekōō ""North Campus"",  yèsee baabi de ""North Campus Cafeteria"", asè biribi te saa.  Na mekōō ōhō, eihǃ, na mefaa eyi aa yède nkyènsee sisii so yi,… totō nnuane sisi sisi so yi,…",,,I tell youǃ  Yesterday I wanted to eat so I went to a place called North campus cafeteria.  When I got there I picked a tray and started wondering around not knowing what food to choose.,,,,,C :,"{""Entry"": ""125"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""Oh\u01c3  Mese, mese, mese\u01c3  Na enora, na mese mereko\u0304 didi na meko\u0304o\u0304 \""North Campus\"",  ye\u0300see baabi de \""North Campus Cafeteria\"", ase\u0300 biribi te saa.  Na meko\u0304o\u0304 o\u0304ho\u0304, eih\u01c3, na mefaa eyi aa ye\u0300de nkye\u0300nsee sisii so yi,\u2026 toto\u0304 nnuane sisi sisi so yi,\u2026"", ""English"": ""I tell you\u01c3  Yesterday I wanted to eat so I went to a place called North campus cafeteria.  When I got there I picked a tray and started wondering around not knowing what food to choose.""}"
aka_conversation_1980_01-126,AKA,"Aha, wōmo frè no sèn?  Trayǃ",,,,,,,,T :,"{""Entry"": ""126"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Aha, wo\u0304mo fre\u0300 no se\u0300n?  Tray\u01c3""}"
aka_conversation_1980_01-127,AKA,"Ahaǃ  Trayǃ  Afei mede nenam mu, nenam mu aa, menhunu koraa, menhunu adeè aa menka sè mepè.  Na aduane aa mehunu aa metumi ka no dini deè ène èmo ne akokō.  Se woahunu.  Èmo ne akokō deè mahunu sè èmo ne akokō ni nti èneè metumi frè sèè mo mma me èmo ne akokō.  Na na me baae no madi èmo ne akokō aara ma afei deè ereyè afono me.  Efiri sèè èno na menim no dini nti mekōōe no ara na mafrè sè mo mma me èmo ne akokō.  Na yède ama me.  Na deè aka no deè, ebi wō hō aa na yatwetwa gyeine ne ""tomatoes"" ne ayi,... yaka abō mu na yahwie biribi agu so ama enii no ayè tum bi saa; sè woahunu?  Na mentumi hunu aduane korō koraa, na asèm bèn ni?  Aahǃ  Nti ènora koraa na mese wei deè memia m'ani na mabusa aduane korō.  Nti na mesee na aduane wei aduane bèn a, na wōmo see Ohǃ, gyeine a yatwetwa... èkyerè sèè wōmokaa sè deè aduane no teè, ne enoōma aa yède yō ye; èna mese oh enoōma no nyinaa menkyiri.  Nti saa deē aa mo mma me saa aduane no bi na menhwē sè deè esi te.  Yède maa me na mekōka hwèe,... aah, yèbèfa no saara.  Aane, yèbèfa no saara.",,,"The food I was familiar with was Rice and Chicken, so I could call for that.  Because that what I was familiar with, I always called for that and was given.  The other food items were some combinations of onions and tomatoes with some dark liquid poured over.  You see?  So I could not tell what the food was like; what is this?  Well, so yesterday I decided to go forward and ask what kind of food they (those strange combinations) were.  So I asked what food it was and they told me that it was onion pieces,... I mean they told me of the spices.  And the I said I wasn't allergic to any of them and in that case I should be served with it; and I tasted it, ...well... I think it is O.K.",,,,,C :,"{""Entry"": ""127"", ""Speaker"": ""C :"", ""Akan (Asante)"": ""Aha\u01c3  Tray\u01c3  Afei mede nenam mu, nenam mu aa, menhunu koraa, menhunu adee\u0300 aa menka se\u0300 mepe\u0300.  Na aduane aa mehunu aa metumi ka no dini dee\u0300 e\u0300ne e\u0300mo ne akoko\u0304.  Se woahunu.  E\u0300mo ne akoko\u0304 dee\u0300 mahunu se\u0300 e\u0300mo ne akoko\u0304 ni nti e\u0300nee\u0300 metumi fre\u0300 se\u0300e\u0300 mo mma me e\u0300mo ne akoko\u0304.  Na na me baae no madi e\u0300mo ne akoko\u0304 aara ma afei dee\u0300 ereye\u0300 afono me.  Efiri se\u0300e\u0300 e\u0300no na menim no dini nti meko\u0304o\u0304e no ara na mafre\u0300 se\u0300 mo mma me e\u0300mo ne akoko\u0304.  Na ye\u0300de ama me.  Na dee\u0300 aka no dee\u0300, ebi wo\u0304 ho\u0304 aa na yatwetwa gyeine ne \""tomatoes\"" ne ayi,... yaka abo\u0304 mu na yahwie biribi agu so ama enii no aye\u0300 tum bi saa; se\u0300 woahunu?  Na mentumi hunu aduane koro\u0304 koraa, na ase\u0300m be\u0300n ni?  Aah\u01c3  Nti e\u0300nora koraa na mese wei dee\u0300 memia m'ani na mabusa aduane koro\u0304.  Nti na mesee na aduane wei aduane be\u0300n a, na wo\u0304mo see Oh\u01c3, gyeine a yatwetwa... e\u0300kyere\u0300 se\u0300e\u0300 wo\u0304mokaa se\u0300 dee\u0300 aduane no tee\u0300, ne enoo\u0304ma aa ye\u0300de yo\u0304 ye; e\u0300na mese oh enoo\u0304ma no nyinaa menkyiri.  Nti saa dee\u0304 aa mo mma me saa aduane no bi na menhwe\u0304 se\u0300 dee\u0300 esi te.  Ye\u0300de maa me na meko\u0304ka hwe\u0300e,... aah, ye\u0300be\u0300fa no saara.  Aane, ye\u0300be\u0300fa no saara."", ""English"": ""The food I was familiar with was Rice and Chicken, so I could call for that.  Because that what I was familiar with, I always called for that and was given.  The other food items were some combinations of onions and tomatoes with some dark liquid poured over.  You see?  So I could not tell what the food was like; what is this?  Well, so yesterday I decided to go forward and ask what kind of food they (those strange combinations) were.  So I asked what food it was and they told me that it was onion pieces,... I mean they told me of the spices.  And the I said I wasn't allergic to any of them and in that case I should be served with it; and I tasted it, ...well... I think it is O.K.""}"
aka_conversation_1980_01-128,AKA,"Aha deè agya woanya aba yi nkoaa deè agya Onyame adom woanya baabi aa wobēda yi deè na, woanya wo sukuu mu noōma nyinaa ayè pèpèèpè yi deè na ato sèè wode wo ho bè funtum mu na,… wode wo ho abō so na woayè adwuma no sè deè agya wo ara wopè sè woyè no biara.  Mmmǃ  Èyè me sèè sè wo anfa wo ho ankō to asèm bōne biara mu deè aa wobè nya wo ho ahototorodoo na agya woakōso ayè deè woreyè biara.",,,"Well, over here once you have arrived and by the grace of God you have got a place to stay and you are alright with school arrangements, it's only left with a matter of socializing… and addressing yourself seriously to the work, the way you want it anyway.  You won't run into trouble if you don't ask for it, thus you'll be able to go ahead with whatever you are doing.",,,,,T :,"{""Entry"": ""128"", ""Speaker"": ""T :"", ""Akan (Asante)"": ""Aha dee\u0300 agya woanya aba yi nkoaa dee\u0300 agya Onyame adom woanya baabi aa wobe\u0304da yi dee\u0300 na, woanya wo sukuu mu noo\u0304ma nyinaa aye\u0300 pe\u0300pe\u0300e\u0300pe\u0300 yi dee\u0300 na ato se\u0300e\u0300 wode wo ho be\u0300 funtum mu na,\u2026 wode wo ho abo\u0304 so na woaye\u0300 adwuma no se\u0300 dee\u0300 agya wo ara wope\u0300 se\u0300 woye\u0300 no biara.  Mmm\u01c3  E\u0300ye\u0300 me se\u0300e\u0300 se\u0300 wo anfa wo ho anko\u0304 to ase\u0300m bo\u0304ne biara mu dee\u0300 aa wobe\u0300 nya wo ho ahototorodoo na agya woako\u0304so aye\u0300 dee\u0300 woreye\u0300 biara."", ""English"": ""Well, over here once you have arrived and by the grace of God you have got a place to stay and you are alright with school arrangements, it's only left with a matter of socializing\u2026 and addressing yourself seriously to the work, the way you want it anyway.  You won't run into trouble if you don't ask for it, thus you'll be able to go ahead with whatever you are doing.""}"
aka_story_0000_01-1,AKA,NA,,,"The North Wind and the Sun were disputing which was the stronger, when a traveller came along wrapped in a warm cloak.  They agreed that the one who first succeeded in making the traveller take his cloak off should be considered stronger than the other. Then the North Wind blew as hard as he could, but the more he blew the more closely did the traveller fold his cloak around him; and at last the North Wind gave up the attempt.  Then the Sun shone out warmly, and immediately the traveller took off his cloak.  And so the North Wind was obliged to confess that the Sun was the stronger of the two.",,,,,,"{""Entry"": ""1"", ""Notes"": ""(no transcription found for this recording of \nThe North Wind and the Sun\n)"", ""English Translation"": ""The North Wind and the Sun were disputing which was the stronger, when a traveller came along wrapped in a warm cloak.  They agreed that the one who first succeeded in making the traveller take his cloak off should be considered stronger than the other. Then the North Wind blew as hard as he could, but the more he blew the more closely did the traveller fold his cloak around him; and at last the North Wind gave up the attempt.  Then the Sun shone out warmly, and immediately the traveller took off his cloak.  And so the North Wind was obliged to confess that the Sun was the stronger of the two.""}"
eus_song_1981_01-1,EUS,Urtxintsak oihanian,,,The squirrels in the forest,,,,,,"{""Entry"": ""1"", ""Basque"": ""Urtxintsak oihanian"", ""English"": ""The squirrels in the forest""}"
eus_song_1981_01-2,EUS,Jauzika,,,Jumping,,,,,,"{""Entry"": ""2"", ""Basque"": ""Jauzika"", ""English"": ""Jumping""}"
eus_song_1981_01-3,EUS,Aldaxkatik aldaxkarat,,,from one tree to another,,,,,,"{""Entry"": ""3"", ""Basque"": ""Aldaxkatik aldaxkarat"", ""English"": ""from one tree to another""}"
eus_song_1981_01-4,EUS,"""Zuk erradazu, ama,",,,"""Tell me, mother",,,,,,"{""Entry"": ""4"", ""Basque"": ""\""Zuk erradazu, ama,"", ""English"": ""\""Tell me, mother""}"
eus_song_1981_01-5,EUS,Zendako,,,Why,,,,,,"{""Entry"": ""5"", ""Basque"": ""Zendako"", ""English"": ""Why""}"
eus_song_1981_01-6,EUS,"Ez duten buruko minik?""",,,"Don't they fall?""",,,,,,"{""Entry"": ""6"", ""Basque"": ""Ez duten buruko minik?\"""", ""English"": ""Don't they fall?\""""}"
eus_song_1981_01-7,EUS,NA,,,,,,,,,"{""Entry"": ""7""}"
eus_song_1981_01-8,EUS,Nik ere nai nuke izan,,,I too would like to be,,,,,,"{""Entry"": ""8"", ""Basque"": ""Nik ere nai nuke izan"", ""English"": ""I too would like to be""}"
eus_song_1981_01-9,EUS,Urtxintza bezala!,,,Like a squirrel,,,,,,"{""Entry"": ""9"", ""Basque"": ""Urtxintza bezala!"", ""English"": ""Like a squirrel""}"
eus_song_1981_01-10,EUS,"Ain gora, ain trebe,",,,"So high, so agile",,,,,,"{""Entry"": ""10"", ""Basque"": ""Ain gora, ain trebe,"", ""English"": ""So high, so agile""}"
eus_song_1981_01-11,EUS,Izaiteko libre!,,,That I could feel free,,,,,,"{""Entry"": ""11"", ""Basque"": ""Izaiteko libre!"", ""English"": ""That I could feel free""}"
eus_song_1981_01-12,EUS,NA,,,,,,,,,"{""Entry"": ""12""}"
eus_song_1981_01-13,EUS,Urtxintxak oihanian,,,The squirrels in the forest,,,,,,"{""Entry"": ""13"", ""Basque"": ""Urtxintxak oihanian"", ""English"": ""The squirrels in the forest""}"
eus_song_1981_01-14,EUS,"Zintzilik,",,,Hanging,,,,,,"{""Entry"": ""14"", ""Basque"": ""Zintzilik,"", ""English"": ""Hanging""}"
eus_song_1981_01-15,EUS,Buruz behera buztanetik!,,,Upside down,,,,,,"{""Entry"": ""15"", ""Basque"": ""Buruz behera buztanetik!"", ""English"": ""Upside down""}"
eus_song_1981_01-16,EUS,"""Zuk erradazu, ama,",,,"""Tell me, mother",,,,,,"{""Entry"": ""16"", ""Basque"": ""\""Zuk erradazu, ama,"", ""English"": ""\""Tell me, mother""}"
eus_song_1981_01-17,EUS,Zendako,,,Why,,,,,,"{""Entry"": ""17"", ""Basque"": ""Zendako"", ""English"": ""Why""}"
eus_song_1981_01-18,EUS,"Ez duten buruko minik?""",,,"Don't they get a headache?""",,,,,,"{""Entry"": ""18"", ""Basque"": ""Ez duten buruko minik?\"""", ""English"": ""Don't they get a headache?\""""}"
eus_song_1981_01-19,EUS,NA,,,,,,,,,"{""Entry"": ""19""}"
eus_song_1981_01-20,EUS,Nik ere nai nuke izan,,,I too would like to be,,,,,,"{""Entry"": ""20"", ""Basque"": ""Nik ere nai nuke izan"", ""English"": ""I too would like to be""}"
eus_song_1981_01-21,EUS,Urtxintza bezala!,,,Like a squirrel,,,,,,"{""Entry"": ""21"", ""Basque"": ""Urtxintza bezala!"", ""English"": ""Like a squirrel""}"
eus_song_1981_01-22,EUS,"Ain gora, ain trebe,",,,"So high, so agile",,,,,,"{""Entry"": ""22"", ""Basque"": ""Ain gora, ain trebe,"", ""English"": ""So high, so agile""}"
eus_song_1981_01-23,EUS,Izaiteko libre!,,,That I could feel free,,,,,,"{""Entry"": ""23"", ""Basque"": ""Izaiteko libre!"", ""English"": ""That I could feel free""}"
eus_song_1981_01-24,EUS,NA,,,,,,,,,"{""Entry"": ""24""}"
eus_song_1981_01-25,EUS,Urtxintsak oihanian,,,The squirrels in the forest,,,,,,"{""Entry"": ""25"", ""Basque"": ""Urtxintsak oihanian"", ""English"": ""The squirrels in the forest""}"
eus_song_1981_01-26,EUS,"Karruxkaz,",,,Crunching,,,,,,"{""Entry"": ""26"", ""Basque"": ""Karruxkaz,"", ""English"": ""Crunching""}"
eus_song_1981_01-27,EUS,Neguko bildu helzaurrekin,,,The nuts they saved for winter,,,,,,"{""Entry"": ""27"", ""Basque"": ""Neguko bildu helzaurrekin"", ""English"": ""The nuts they saved for winter""}"
eus_song_1981_01-28,EUS,"""Zuk erradazu, ama,",,,"""Tell me, mother",,,,,,"{""Entry"": ""28"", ""Basque"": ""\""Zuk erradazu, ama,"", ""English"": ""\""Tell me, mother""}"
eus_song_1981_01-29,EUS,Zendako,,,Why,,,,,,"{""Entry"": ""29"", ""Basque"": ""Zendako"", ""English"": ""Why""}"
eus_song_1981_01-30,EUS,"Ez dezaketan egin berdin?""",,,"Don't things ever stay the same?""",,,,,,"{""Entry"": ""30"", ""Basque"": ""Ez dezaketan egin berdin?\"""", ""English"": ""Don't things ever stay the same?\""""}"
eus_song_1981_01-31,EUS,NA,,,,,,,,,"{""Entry"": ""31""}"
eus_song_1981_01-32,EUS,Nik ere nai nuke izan,,,I too would like to be,,,,,,"{""Entry"": ""32"", ""Basque"": ""Nik ere nai nuke izan"", ""English"": ""I too would like to be""}"
eus_song_1981_01-33,EUS,Urtxintza bezala!,,,Like a squirrel,,,,,,"{""Entry"": ""33"", ""Basque"": ""Urtxintza bezala!"", ""English"": ""Like a squirrel""}"
eus_song_1981_01-34,EUS,"Ain gora, ain trebe,",,,"So high, so agile",,,,,,"{""Entry"": ""34"", ""Basque"": ""Ain gora, ain trebe,"", ""English"": ""So high, so agile""}"
eus_song_1981_01-35,EUS,Izaiteko libre!,,,That I could feel free,,,,,,"{""Entry"": ""35"", ""Basque"": ""Izaiteko libre!"", ""English"": ""That I could feel free""}"
eus_story_1982_01-1,EUS,"Ifar haizea eta eguzkia nor indartsuago ote eztabaidatzen ari ziren, bidazkari bat, txabux bero bat soinean, urreratu zitzaienean.  Eztabaida garbitu behar eta, bidazkariari txabuxa lehen ken zezaiona indartsuentzat jotzeko erabakia hartu zuten.  Ifar haizeak ahalik eta gogorkien putzegiteari ekin zioen, baina gogorkiago putzegin eta bidazkaria bere txabuxaz hobeto biltzen zen.  Alferrik zela ikusirik, ifar haizeak etsi egin zuen.  Eguzkiaren txanda eta, hasi zen bero-bero diztiratzen eta bai eta bidazkaria bere txabuxaz erantzitzen ere, eta honela ifar haizeak bietan indartsuena eguzkia zela aitortu behar izan zuen.",,,"The North Wind and the Sun were disputing which was the stronger, when a traveller came along wrapped in a warm cloak.  They agreed that the one who first succeeded in making the traveller take his cloak off should be considered stronger than the other. Then the North Wind blew as hard as he could, but the more he blew the more closely did the traveller fold his cloak around him; and at last the North Wind gave up the attempt.  Then the Sun shone out warmly, and immediately the traveller took off his cloak.  And so the North Wind was obliged to confess that the Sun was the stronger of the two.",,,,,,"{""Entry"": ""1"", ""Orthography"": ""Ifar haizea eta eguzkia nor indartsuago ote eztabaidatzen ari ziren, bidazkari bat, txabux bero bat soinean, urreratu zitzaienean.  Eztabaida garbitu behar eta, bidazkariari txabuxa lehen ken zezaiona indartsuentzat jotzeko erabakia hartu zuten.  Ifar haizeak ahalik eta gogorkien putzegiteari ekin zioen, baina gogorkiago putzegin eta bidazkaria bere txabuxaz hobeto biltzen zen.  Alferrik zela ikusirik, ifar haizeak etsi egin zuen.  Eguzkiaren txanda eta, hasi zen bero-bero diztiratzen eta bai eta bidazkaria bere txabuxaz erantzitzen ere, eta honela ifar haizeak bietan indartsuena eguzkia zela aitortu behar izan zuen."", ""English Translation"": ""The North Wind and the Sun were disputing which was the stronger, when a traveller came along wrapped in a warm cloak.  They agreed that the one who first succeeded in making the traveller take his cloak off should be considered stronger than the other. Then the North Wind blew as hard as he could, but the more he blew the more closely did the traveller fold his cloak around him; and at last the North Wind gave up the attempt.  Then the Sun shone out warmly, and immediately the traveller took off his cloak.  And so the North Wind was obliged to confess that the Sun was the stronger of the two.""}"
swh_conversation_1980_01-1,SWH,Habari Ndugu,,,How are you brother?,,,,,1,"{""Entry"": ""1"", ""Speaker"": ""1"", ""Swahili"": ""Habari Ndugu"", ""English"": ""How are you brother?""}"
swh_conversation_1980_01-2,SWH,Nzuri Bwana.,,,Fine Mister.,,,,,2,"{""Entry"": ""2"", ""Speaker"": ""2"", ""Swahili"": ""Nzuri Bwana."", ""English"": ""Fine Mister.""}"
